College,Location,State,Program Level,Course / Specialization,Total Fee (INR),Notes,Hostel Fee (INR/year)
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Medical Laboratory Technology,"480,000",,
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Operation Theatre & Anesthesia Technology,"330,000",,
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Anesthesia Technology,"330,000",,
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Medical Imaging Technology,"380,000",,
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Optometry,"380,000",,
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Medical Laboratory Technology,"380,000",,
Shantidhama Group of Institutions,Bengaluru,Karnataka,M.Sc,Nursing (Obstretics & Gynecology),"220,000",Total 2-year,
Shantidhama Group of Institutions,Bengaluru,Karnataka,M.Sc,Nursing (Paediatrics),"220,000",Total 2-year,
Shantidhama Group of Institutions,Bengaluru,Karnataka,M.Sc,Nursing (Community),"220,000",Total 2-year,
Shantidhama Group of Institutions,Bengaluru,Karnataka,M.Sc,Nursing (Medical Surgical),"280,000",Total 2-year,
Shantidhama Group of Institutions,Bengaluru,Karnataka,M.Sc,Nursing (Psychiatric),"280,000",Total 2-year,
ABBS Autonomous College,Bengaluru,Karnataka,BBA,Logistics & Supply Chain Management,"398,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,BBA,Digital Marketing,"398,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,BBA,Business Analytics,"450,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,BBA,Aviation Management & Logistics,"390,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Sc,Cyber Security & Cloud Computing,"398,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Sc,Artificial Intelligence & Machine Learning (Data science),"475,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Com,Fin-Tech,"318,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Com,CMA,"350,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Com,ACCA,"375,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Sc,Biotechnology,"300,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Sc,Genetics,"300,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Sc,Microbiology,"300,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Sc,Biochemistry,"300,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,B.Sc,Forensic Science,"300,000",Total 3-year,"1,50,000/year"
ABBS Autonomous College,Bengaluru,Karnataka,BCA,Computer Applications,"401,500",Total 2-year,"1,50,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Computer Science Engineering,"1,790,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Computer Science & Al,"1,790,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Computer Science & Cyber Security,"1,790,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Artificial Intelligence & Machine Learning,"1,790,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Computer Science - Data Science,"1,490,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Information Science & Engineering,"1,290,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Information Science & Al,"1,290,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Information Science & Cybersecurity,"1,290,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Electronics & Communication,"1,150,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Aeronautical Engineering,"1,290,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Mechanical Engineering,"840,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Mechatronics Engineering,"840,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Civil Engineering Engineering,"840,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Bio Technology Engineering,"890,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Electrical & Electronics Engineering,"840,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Al & Robotics,"840,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.E,Electric Vehicle Technology,"840,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BBA,Marketing & HR,"700,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BBA,Finance & Marketing,"700,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BBA,Finance & HR,"700,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BBA,Applied Finance & Marketing,"770,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BCA,Computer Applications,"500,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BCA,Computer Applications (Cyber Security),"500,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BCA,Computer Applications (AWS Architect),"500,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.Arch,Architecture,"1,050,000",Total 5-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,M.Pharm,Pharmaceutics,"525,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,M.Pharm,Pharmacology,"525,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,M.Pharm,Drug Regulatory Affairs,"525,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,M.Pharm,Quality Assurance,"525,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,M.Pharm,Pharmaceutical Chemistry,"455,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,M.Pharm,Pharmaceutical Analysis,"455,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,M.Pharm,Industrial Pharmacy,"455,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,Pharm.D,Doctor of Pharmacy,"1,685,000",Total 6-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,PB Pharm.D,Post Baccalaureate Doctor of Pharmacy,"860,000",Total 3-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,B.Pharm,Pharmacy,"885,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,D.Pharm,Diploma in Pharmacy,"170,000",Total 2-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Graphic & Communication Design,"640,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Animation & Game Art,"640,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Product Design,"640,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Interior & Spatial Design,"640,000",Total 4-year,"1,15,000/year"
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Graphic & Communication Design (European Design Cerification),"680,000",Total 4-year,
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Animation & Game Art,"680,000",Total 4-year,
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Product Design (European Design Cerification),"680,000",Total 4-year,
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Interior & Spatial Design (European Design Cerification),"680,000",Total 4-year,
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Graphic & Communication Design (Global Immersion Track - Europe),"790,000",Total 4-year,
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Animation & Game Art,"790,000",Total 4-year,
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Product Design (Global Immersion Track - Europe),"790,000",Total 4-year,
Acharya Institute of Technology,Bengaluru,Karnataka,BA,Interior & Spatial Design (Global Immersion Track - Europe),"790,000",Total 4-year,
Acharya Institute of Technology,Bengaluru,Karnataka,B.Sc,Fashion and Apparel Design,"401,000",Total 3-year,
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,B.Tech,Mechanical Engineering,"500,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,B.Tech,Civil Engineering Engineering,"500,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,B.Tech,Electronics & Communication Engineering,"560,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,B.Tech,VLSI Design & Technology,"560,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,B.Tech,Computer Science Engineering,"1,000,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,B.Tech,Computer Science Engineering (Artificial Intelligence & Machine Learning),"1,100,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,B.Tech,Computer Science Engineering (IOT & Cyber Security Block Chain Technology),"900,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,B.Tech,Artificial Intelligence & Data Science Engineering,"1,000,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,B.Tech,Information Science Engineering,"900,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,BBA,Business Administration,"720,000",Total 4-year,"77,000/year"
A.J. INSTITUTE OF ENGINEERING & TECHNOLOGY,Mangalore,Karnataka,BCA,Computer Applications,"720,000",Total 4-year,"77,000/year"
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,B.Sc,Medical Imaging Technology,"375,000",Total 3-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,B.Sc,Medical Laboratory Technology,"250,000",Total 3-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,B.Sc,Operation Theatre & Anesthesia Technology,"375,000",Total 3-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,B.Sc,Cardiac Care Technology,"650,000",Total 3-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,BASLP,Speech & Hearing (BASLP),"900,000",Total 3-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,BOT,Occupational Therapy,"700,000",Total 4-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,B.Sc,Optometry,"250,000",Total 3-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,B.Sc,Renal Dialysis Technology,"280,000",Total 3-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,B.Sc,Radiotherapy,"280,000",Total 3-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,B.Sc,Respiratory Care Technology,"375,000",Total 3-year,
A.J. Institute of Paramedical Sciences,Mangalore,Karnataka,B.Sc,Perfusion Technology,"375,000",Total 3-year,
